gene_symbol	sig-DMD	corr_coef	p_value	abs_corr_coef	FDR_BH_Reject	FDR_BH_p	Bonfer_Reject	Bonfer_p	BRCA	TN-BRCA	nonTN-BRCA	ERR-BRCA
CHORDC1	sig-DMD_847	-0.44577422746057344	0.0	0.44577422746057344	True	0.0	True	0.0	No	Yes	No	No
CHRM1	sig-DMD_796	-0.25311179565445785	0.0	0.25311179565445785	True	0.0	True	0.0	No	No	Yes	No
CHRM3	sig-DMD_411	-0.3038011606569353	0.0	0.3038011606569353	True	0.0	True	0.0	Yes	Yes	Yes	No
CHRNB2	sig-DMD_270	0.3138991402185956	0.0	0.3138991402185956	True	0.0	True	0.0	Yes	No	No	No
CHST11	sig-DMD_968	-0.28428894532627336	0.0	0.28428894532627336	True	0.0	True	0.0	Yes	Yes	Yes	No
CHST15	sig-DMD_631	-0.4561188342909595	0.0	0.4561188342909595	True	0.0	True	0.0	Yes	Yes	Yes	No
CHST2	sig-DMD_3328	-0.5535870591698088	0.0	0.5535870591698088	True	0.0	True	0.0	No	No	Yes	No
CHST8	sig-DMD_2547	0.5373267781769648	0.0	0.5373267781769648	True	0.0	True	0.0	No	Yes	No	No
CIDEB	sig-DMD_1417	-0.5014206054052179	0.0	0.5014206054052179	True	0.0	True	0.0	Yes	No	No	No
CISH	sig-DMD_3278	-0.6726307449665773	0.0	0.6726307449665773	True	0.0	True	0.0	Yes	No	No	Yes
CITED4	sig-DMD_136	-0.4152114992136913	0.0	0.4152114992136913	True	0.0	True	0.0	No	Yes	No	No
CLCF1	sig-DMD_822	-0.409152787665736	0.0	0.409152787665736	True	0.0	True	0.0	Yes	Yes	Yes	No
CLDN18	sig-DMD_3323	0.2235674054037445	0.0	0.2235674054037445	True	0.0	True	0.0	Yes	Yes	Yes	No
CLDN19	sig-DMD_140	-0.2283292234690024	0.0	0.2283292234690024	True	0.0	True	0.0	Yes	No	No	No
CLDN6	sig-DMD_1627	-0.29440310725117713	0.0	0.29440310725117713	True	0.0	True	0.0	No	Yes	No	No
CLDN7	sig-DMD_2150	-0.4822744396849941	0.0	0.4822744396849941	True	0.0	True	0.0	Yes	No	No	No
CLEC14A	sig-DMD_1426	-0.3444074157153408	0.0	0.3444074157153408	True	0.0	True	0.0	Yes	No	No	No
CLIC6	sig-DMD_3135	-0.6755823223288644	0.0	0.6755823223288644	True	0.0	True	0.0	Yes	Yes	Yes	No
CLMN	sig-DMD_1464	-0.3157020593747389	0.0	0.3157020593747389	True	0.0	True	0.0	No	Yes	No	No
CLYBL	sig-DMD_1364	-0.2392895220071984	0.0	0.2392895220071984	True	0.0	True	0.0	Yes	No	Yes	No
CLYBL	sig-DMD_1365	-0.33059562495709754	0.0	0.33059562495709754	True	0.0	True	0.0	Yes	No	Yes	No
CMC1	sig-DMD_3256	0.22928620798552704	0.0	0.22928620798552704	True	0.0	True	0.0	No	No	Yes	No
CMC2	sig-DMD_2113	-0.4081673761633892	0.0	0.4081673761633892	True	0.0	True	0.0	Yes	No	No	No
CMIP	sig-DMD_2115	-0.2742750532224666	0.0	0.2742750532224666	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_983	0.3983928144765989	0.0	0.3983928144765989	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_985	0.3187489751216093	0.0	0.3187489751216093	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_988	0.33640030888248673	0.0	0.33640030888248673	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_990	0.3728427001594199	0.0	0.3728427001594199	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_991	0.3468183365161572	0.0	0.3468183365161572	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_993	0.3140866006715943	0.0	0.3140866006715943	True	0.0	True	0.0	Yes	No	No	No
CMKLR1	sig-DMD_999	0.2576777770795574	0.0	0.2576777770795574	True	0.0	True	0.0	Yes	No	No	No
CMTM7	sig-DMD_3258	0.24564978871391	0.0	0.24564978871391	True	0.0	True	0.0	No	No	Yes	No
CMTM8	sig-DMD_3258	-0.2613699954726247	0.0	0.2613699954726247	True	0.0	True	0.0	No	No	Yes	No
CNDP1	sig-DMD_2378	-0.2421382010267893	0.0	0.2421382010267893	True	0.0	True	0.0	Yes	Yes	Yes	No
CNDP2	sig-DMD_2378	-0.3669664690676973	0.0	0.3669664690676973	True	0.0	True	0.0	Yes	Yes	Yes	No
CNN2	sig-DMD_2392	-0.21082289538732013	0.0	0.21082289538732013	True	0.0	True	0.0	No	No	Yes	No
CNN2	sig-DMD_3553	-0.23451395170146835	0.0	0.23451395170146835	True	0.0	True	0.0	No	No	Yes	No
CNOT11	sig-DMD_2723	-0.2467149691456852	0.0	0.2467149691456852	True	0.0	True	0.0	Yes	No	No	No
CNR1	sig-DMD_3725	-0.30816084826032064	0.0	0.30816084826032064	True	0.0	True	0.0	Yes	No	No	No
CNTD2	sig-DMD_2561	0.21894282437910345	0.0	0.21894282437910345	True	0.0	True	0.0	Yes	Yes	Yes	No
COBL	sig-DMD_3846	-0.21236637548300896	0.0	0.21236637548300896	True	0.0	True	0.0	Yes	No	No	No
COG1	sig-DMD_2247	0.22421093861023134	0.0	0.22421093861023134	True	0.0	True	0.0	Yes	No	No	No
COG2	sig-DMD_395	0.37193491932514905	0.0	0.37193491932514905	True	0.0	True	0.0	No	No	Yes	No
COL11A1	sig-DMD_184	0.20271706756820998	0.0	0.20271706756820998	True	0.0	True	0.0	Yes	No	No	No
COL14A1	sig-DMD_4148	-0.3288117700323253	0.0	0.3288117700323253	True	0.0	True	0.0	No	No	Yes	No
COL23A1	sig-DMD_3618	-0.2771126977721027	0.0	0.2771126977721027	True	0.0	True	0.0	No	No	Yes	No
COL6A6	sig-DMD_3317	-0.34134446180812217	0.0	0.34134446180812217	True	0.0	True	0.0	Yes	No	No	No
COL9A3	sig-DMD_3104	-0.31603911782429306	0.0	0.31603911782429306	True	0.0	True	0.0	Yes	Yes	Yes	No
COMMD7	sig-DMD_2914	-0.2176171649834942	0.0	0.2176171649834942	True	0.0	True	0.0	Yes	Yes	No	No
COMMD7	sig-DMD_2915	0.2249740144604487	0.0	0.2249740144604487	True	0.0	True	0.0	Yes	Yes	No	No
COTL1	sig-DMD_2117	-0.5827493775094448	0.0	0.5827493775094448	True	0.0	True	0.0	Yes	No	No	No
COX5A	sig-DMD_1557	-0.20133951783476944	0.0	0.20133951783476944	True	0.0	True	0.0	No	Yes	No	No
CPD	sig-DMD_2184	0.2095558072582718	0.0	0.2095558072582718	True	0.0	True	0.0	No	No	Yes	No
CPEB3	sig-DMD_582	-0.225448426531493	0.0	0.225448426531493	True	0.0	True	0.0	Yes	No	No	No
CPLX1	sig-DMD_3379	-0.2594656832866194	0.0	0.2594656832866194	True	0.0	True	0.0	Yes	Yes	No	No
CPLX1	sig-DMD_3381	0.2301442066888373	0.0	0.2301442066888373	True	0.0	True	0.0	Yes	Yes	No	No
CRAT	sig-DMD_4312	-0.5829221366407463	0.0	0.5829221366407463	True	0.0	True	0.0	Yes	Yes	Yes	No
CREB5	sig-DMD_3826	-0.2370695509882087	0.0	0.2370695509882087	True	0.0	True	0.0	No	No	Yes	No
CRIM1	sig-DMD_2662	-0.4295651946869595	0.0	0.4295651946869595	True	0.0	True	0.0	Yes	Yes	Yes	No
CRIM1	sig-DMD_2663	-0.2754806643378149	0.0	0.2754806643378149	True	0.0	True	0.0	Yes	Yes	Yes	No
CRIM1	sig-DMD_2664	-0.2263474847515917	0.0	0.2263474847515917	True	0.0	True	0.0	Yes	Yes	Yes	No
CRIP1	sig-DMD_1488	-0.5333047820927586	0.0	0.5333047820927586	True	0.0	True	0.0	Yes	Yes	Yes	No
CRIP2	sig-DMD_1486	-0.5087009300024511	0.0	0.5087009300024511	True	0.0	True	0.0	Yes	No	No	No
CRTAC1	sig-DMD_590	-0.2600645077764537	0.0	0.2600645077764537	True	0.0	True	0.0	Yes	No	No	No
CRY2	sig-DMD_775	0.35196543503258604	0.0	0.35196543503258604	True	0.0	True	0.0	No	Yes	No	No
CRYBA2	sig-DMD_2803	0.31603984729745555	0.0	0.31603984729745555	True	0.0	True	0.0	Yes	No	No	No
CSRP1	sig-DMD_359	-0.6813455433395271	0.0	0.6813455433395271	True	0.0	True	0.0	Yes	Yes	Yes	No
CTBP2	sig-DMD_635	-0.3831365776671785	0.0	0.3831365776671785	True	0.0	True	0.0	Yes	No	No	No
CTC1	sig-DMD_2155	0.2723878829947667	0.0	0.2723878829947667	True	0.0	True	0.0	Yes	Yes	Yes	No
CTCFL	sig-DMD_3018	-0.2332315727594462	0.0	0.2332315727594462	True	0.0	True	0.0	Yes	Yes	Yes	Yes
CTDSP1	sig-DMD_2798	-0.4015658598207483	0.0	0.4015658598207483	True	0.0	True	0.0	Yes	No	No	No
CTDSPL	sig-DMD_3261	-0.3754586783007473	0.0	0.3754586783007473	True	0.0	True	0.0	Yes	No	Yes	No
CTSC	sig-DMD_845	-0.3324610080845821	0.0	0.3324610080845821	True	0.0	True	0.0	Yes	No	No	No
CTSL	sig-DMD_4260	-0.3445142035815443	0.0	0.3445142035815443	True	0.0	True	0.0	Yes	Yes	Yes	No
CUX2	sig-DMD_1004	0.29857445633517504	0.0	0.29857445633517504	True	0.0	True	0.0	Yes	Yes	No	No
CXCL2	sig-DMD_3439	-0.3866796010505569	0.0	0.3866796010505569	True	0.0	True	0.0	No	No	Yes	No
CXXC5	sig-DMD_3571	-0.2713097275645989	0.0	0.2713097275645989	True	0.0	True	0.0	Yes	Yes	Yes	Yes
CXXC5	sig-DMD_3572	-0.6849183153912385	0.0	0.6849183153912385	True	0.0	True	0.0	Yes	Yes	Yes	Yes
CXXC5	sig-DMD_3573	-0.5906880845392594	0.0	0.5906880845392594	True	0.0	True	0.0	Yes	Yes	Yes	Yes
CXXC5	sig-DMD_3574	0.23432081871303675	0.0	0.23432081871303675	True	0.0	True	0.0	Yes	Yes	Yes	Yes
CYP1B1	sig-DMD_2666	-0.3816832341276172	0.0	0.3816832341276172	True	0.0	True	0.0	Yes	Yes	Yes	No
CYR61	sig-DMD_168	-0.3646909480954301	0.0	0.3646909480954301	True	0.0	True	0.0	Yes	Yes	Yes	No
CYTL1	sig-DMD_3393	-0.22906859180504105	0.0	0.22906859180504105	True	0.0	True	0.0	Yes	No	No	No
DACH1	sig-DMD_1351	-0.5442761307613999	0.0	0.5442761307613999	True	0.0	True	0.0	No	No	Yes	No
DAP	sig-DMD_3508	-0.2442925787633048	0.0	0.2442925787633048	True	0.0	True	0.0	No	Yes	No	No
DAPK1	sig-DMD_4260	-0.5975888739572707	0.0	0.5975888739572707	True	0.0	True	0.0	Yes	Yes	Yes	No
DAPK2	sig-DMD_1543	-0.4193897119119755	0.0	0.4193897119119755	True	0.0	True	0.0	Yes	No	No	No
DARC	sig-DMD_294	0.3951703145559712	0.0	0.3951703145559712	True	0.0	True	0.0	Yes	No	No	No
DARC	sig-DMD_295	0.3716438811815224	0.0	0.3716438811815224	True	0.0	True	0.0	Yes	No	No	No
DBI	sig-DMD_2744	-0.4514633824980626	0.0	0.4514633824980626	True	0.0	True	0.0	No	No	Yes	No
DBNDD2	sig-DMD_2928	-0.690081832874641	0.0	0.690081832874641	True	0.0	True	0.0	Yes	No	No	No
DBX2	sig-DMD_916	-0.2313658737955334	0.0	0.2313658737955334	True	0.0	True	0.0	Yes	No	No	No
DCP2	sig-DMD_3552	-0.2385952343891415	0.0	0.2385952343891415	True	0.0	True	0.0	Yes	No	No	No
DCPS	sig-DMD_870	-0.21065087180809386	0.0	0.21065087180809386	True	0.0	True	0.0	Yes	No	No	No
DDR1	sig-DMD_3674	-0.24110604200229194	0.0	0.24110604200229194	True	0.0	True	0.0	Yes	No	No	No
DEGS2	sig-DMD_1471	-0.5737322153634127	0.0	0.5737322153634127	True	0.0	True	0.0	Yes	No	No	No
DENND2D	sig-DMD_192	-0.6195646410678924	0.0	0.6195646410678924	True	0.0	True	0.0	No	No	Yes	No
DENND3	sig-DMD_4186	-0.2316817576747091	0.0	0.2316817576747091	True	0.0	True	0.0	Yes	No	No	No
DFNB31	sig-DMD_4290	-0.4732888893067147	0.0	0.4732888893067147	True	0.0	True	0.0	Yes	No	No	No
DGCR2	sig-DMD_3168	-0.2899477335832623	0.0	0.2899477335832623	True	0.0	True	0.0	Yes	No	No	No
DGKG	sig-DMD_3362	0.4282701323045518	0.0	0.4282701323045518	True	0.0	True	0.0	Yes	No	No	No
DGUOK	sig-DMD_2697	-0.2545101811221474	0.0	0.2545101811221474	True	0.0	True	0.0	Yes	Yes	Yes	No
DHCR7	sig-DMD_831	-0.23345131495217364	0.0	0.23345131495217364	True	0.0	True	0.0	No	Yes	No	No
DHRS3	sig-DMD_67	-0.2374155794666656	0.0	0.2374155794666656	True	0.0	True	0.0	Yes	Yes	Yes	No
DIO3	sig-DMD_1473	0.296786903998432	0.0	0.296786903998432	True	0.0	True	0.0	Yes	No	No	No
DIXDC1	sig-DMD_857	-0.343569985856604	0.0	0.343569985856604	True	0.0	True	0.0	Yes	No	No	No
DLC1	sig-DMD_4055	-0.3323537085564086	0.0	0.3323537085564086	True	0.0	True	0.0	Yes	No	No	No
DLL4	sig-DMD_1518	0.20797819627155487	0.0	0.20797819627155487	True	0.0	True	0.0	Yes	No	No	No
DLL4	sig-DMD_1519	-0.2037715774476792	0.0	0.2037715774476792	True	0.0	True	0.0	Yes	No	No	No
DLX6	sig-DMD_3887	0.38286986616552215	0.0	0.38286986616552215	True	0.0	True	0.0	Yes	No	No	No
DLX6	sig-DMD_3888	0.3666149005282931	0.0	0.3666149005282931	True	0.0	True	0.0	Yes	No	No	No
DMBT1	sig-DMD_629	0.33518898556049914	0.0	0.33518898556049914	True	0.0	True	0.0	Yes	No	No	No
DMBX1	sig-DMD_146	0.2730449130539237	0.0	0.2730449130539237	True	0.0	True	0.0	Yes	No	No	No
DMRTA2	sig-DMD_148	0.30341442291875104	0.0	0.30341442291875104	True	0.0	True	0.0	Yes	No	No	No
DNAI1	sig-DMD_4235	-0.2420378349166377	0.0	0.2420378349166377	True	0.0	True	0.0	No	Yes	No	No
DNAJB1	sig-DMD_2442	-0.21761806490265714	0.0	0.21761806490265714	True	0.0	True	0.0	No	No	Yes	No
DNAJB12	sig-DMD_571	-0.26158800490594075	0.0	0.26158800490594075	True	0.0	True	0.0	No	No	Yes	No
DNAJB6	sig-DMD_4023	-0.2922897583866745	0.0	0.2922897583866745	True	0.0	True	0.0	Yes	Yes	No	No
DNAJB6	sig-DMD_4028	-0.2088597367494392	0.0	0.2088597367494392	True	0.0	True	0.0	Yes	Yes	No	No
DNAJB6	sig-DMD_4029	-0.2066933526599309	0.0	0.2066933526599309	True	0.0	True	0.0	Yes	Yes	No	No
DNAJB6	sig-DMD_4030	-0.20779986537024492	0.0	0.20779986537024492	True	0.0	True	0.0	Yes	Yes	No	No
DNAJB6	sig-DMD_4031	-0.207105814238158	0.0	0.207105814238158	True	0.0	True	0.0	Yes	Yes	No	No
DNAJC1	sig-DMD_3351	0.2646921418545799	0.0	0.2646921418545799	True	0.0	True	0.0	Yes	No	No	No
DNAJC22	sig-DMD_926	0.2646960998646077	0.0	0.2646960998646077	True	0.0	True	0.0	Yes	No	No	No
DNER	sig-DMD_2813	-0.3877080579728701	0.0	0.3877080579728701	True	0.0	True	0.0	No	No	Yes	No
DNM3	sig-DMD_325	-0.2267002459443181	0.0	0.2267002459443181	True	0.0	True	0.0	No	No	Yes	No
DOC2B	sig-DMD_2132	-0.20061484172268745	0.0	0.20061484172268745	True	0.0	True	0.0	No	Yes	No	No
DOK5	sig-DMD_2943	-0.361521981975739	0.0	0.361521981975739	True	0.0	True	0.0	Yes	No	Yes	No
DPP6	sig-DMD_3960	0.4697485596633126	0.0	0.4697485596633126	True	0.0	True	0.0	Yes	No	No	No
DPP6	sig-DMD_3961	0.4083567645202845	0.0	0.4083567645202845	True	0.0	True	0.0	Yes	No	No	No
DPP6	sig-DMD_3963	0.6325581641293206	0.0	0.6325581641293206	True	0.0	True	0.0	Yes	No	No	No
DPP6	sig-DMD_3969	0.3234898977873175	0.0	0.3234898977873175	True	0.0	True	0.0	Yes	No	No	No
DQX1	sig-DMD_2699	0.4361965653874282	0.0	0.4361965653874282	True	0.0	True	0.0	Yes	No	No	No
DSC3	sig-DMD_2337	-0.4740741479251421	0.0	0.4740741479251421	True	0.0	True	0.0	Yes	Yes	Yes	Yes
DUOX2	sig-DMD_1526	-0.2916262924202269	0.0	0.2916262924202269	True	0.0	True	0.0	Yes	No	No	No
DUOXA2	sig-DMD_1526	-0.2478693816664941	0.0	0.2478693816664941	True	0.0	True	0.0	Yes	No	No	No
DUSP2	sig-DMD_2716	-0.5411275012538463	0.0	0.5411275012538463	True	0.0	True	0.0	No	No	Yes	Yes
DUSP4	sig-DMD_4071	-0.7255386877122044	0.0	0.7255386877122044	True	0.0	True	0.0	Yes	No	No	No
DUSP6	sig-DMD_961	-0.2894700932438549	0.0	0.2894700932438549	True	0.0	True	0.0	Yes	No	No	No
DUSP7	sig-DMD_3281	-0.6511242069129728	0.0	0.6511242069129728	True	0.0	True	0.0	No	No	Yes	No
DYNLRB2	sig-DMD_2112	-0.2224054237672035	0.0	0.2224054237672035	True	0.0	True	0.0	Yes	Yes	Yes	No
DZIP1	sig-DMD_1362	-0.3860071268328326	0.0	0.3860071268328326	True	0.0	True	0.0	Yes	Yes	Yes	No
EBF1	sig-DMD_2166	0.3023535122363108	0.0	0.3023535122363108	True	0.0	True	0.0	Yes	Yes	No	No
EBF1	sig-DMD_3593	0.20386991788219566	0.0	0.20386991788219566	True	0.0	True	0.0	Yes	Yes	No	No
EBF3	sig-DMD_660	-0.22991043377861145	0.0	0.22991043377861145	True	0.0	True	0.0	Yes	Yes	Yes	No
EBF4	sig-DMD_2844	0.4099585977949758	0.0	0.4099585977949758	True	0.0	True	0.0	Yes	Yes	Yes	No
EBF4	sig-DMD_2845	0.27241997698499404	0.0	0.27241997698499404	True	0.0	True	0.0	Yes	Yes	Yes	No
EBF4	sig-DMD_2846	0.3953525168914352	0.0	0.3953525168914352	True	0.0	True	0.0	Yes	Yes	Yes	No
EBF4	sig-DMD_2847	0.4546322300850076	0.0	0.4546322300850076	True	0.0	True	0.0	Yes	Yes	Yes	No
EDN2	sig-DMD_138	-0.21357456606394434	0.0	0.21357456606394434	True	0.0	True	0.0	Yes	No	No	No
EDNRB	sig-DMD_1356	-0.4164547440616427	0.0	0.4164547440616427	True	0.0	True	0.0	Yes	No	Yes	No
EFHD2	sig-DMD_71	-0.30852565463531745	0.0	0.30852565463531745	True	0.0	True	0.0	Yes	Yes	No	Yes
EGFLAM	sig-DMD_3517	-0.3145178284078485	0.0	0.3145178284078485	True	0.0	True	0.0	Yes	Yes	Yes	No
EGFR	sig-DMD_3848	-0.41870975827882057	0.0	0.41870975827882057	True	0.0	True	0.0	Yes	Yes	Yes	No
EGR1	sig-DMD_3568	-0.5065151213233086	0.0	0.5065151213233086	True	0.0	True	0.0	No	No	Yes	No
EGR3	sig-DMD_4061	-0.28904268431328106	0.0	0.28904268431328106	True	0.0	True	0.0	Yes	No	No	No
EHD1	sig-DMD_809	-0.3680613891953689	0.0	0.3680613891953689	True	0.0	True	0.0	No	Yes	No	No
EHHADH	sig-DMD_3360	-0.22018420051600365	0.0	0.22018420051600365	True	0.0	True	0.0	No	No	Yes	No
ELAC1	sig-DMD_2353	-0.3489423651332706	0.0	0.3489423651332706	True	0.0	True	0.0	No	Yes	No	No
ELAVL2	sig-DMD_4229	0.4083077625647923	0.0	0.4083077625647923	True	0.0	True	0.0	Yes	No	No	No
EMILIN2	sig-DMD_2310	-0.3370136345852641	0.0	0.3370136345852641	True	0.0	True	0.0	Yes	Yes	Yes	No
EMX1	sig-DMD_2694	0.41296023486246736	0.0	0.41296023486246736	True	0.0	True	0.0	Yes	No	Yes	No
EMX1	sig-DMD_2695	0.5466652730290167	0.0	0.5466652730290167	True	0.0	True	0.0	Yes	No	Yes	No
EMX2	sig-DMD_620	-0.21071326249304764	0.0	0.21071326249304764	True	0.0	True	0.0	Yes	Yes	Yes	No
EN1	sig-DMD_2200	0.2580398725411753	0.0	0.2580398725411753	True	0.0	True	0.0	Yes	Yes	No	No
EN1	sig-DMD_2736	0.4838566308596999	0.0	0.4838566308596999	True	0.0	True	0.0	Yes	Yes	No	No
EN1	sig-DMD_2740	-0.3783822030099228	0.0	0.3783822030099228	True	0.0	True	0.0	Yes	Yes	No	No
EN1	sig-DMD_2741	-0.5184166320353037	0.0	0.5184166320353037	True	0.0	True	0.0	Yes	Yes	No	No
EN1	sig-DMD_2742	0.4342431554755705	0.0	0.4342431554755705	True	0.0	True	0.0	Yes	Yes	No	No
EN2	sig-DMD_3973	0.2105228427053179	0.0	0.2105228427053179	True	0.0	True	0.0	Yes	Yes	Yes	No
EN2	sig-DMD_3979	0.2984849795683746	0.0	0.2984849795683746	True	0.0	True	0.0	Yes	Yes	Yes	No
EN2	sig-DMD_3980	0.20483200844747126	0.0	0.20483200844747126	True	0.0	True	0.0	Yes	Yes	Yes	No
EN2	sig-DMD_3981	0.3935973025999365	0.0	0.3935973025999365	True	0.0	True	0.0	Yes	Yes	Yes	No
ENAH	sig-DMD_384	-0.2734116045929592	0.0	0.2734116045929592	True	0.0	True	0.0	No	Yes	No	No
ENTPD2	sig-DMD_4339	-0.5069531830507079	0.0	0.5069531830507079	True	0.0	True	0.0	No	No	Yes	No
EPHA10	sig-DMD_125	0.2544552128732948	0.0	0.2544552128732948	True	0.0	True	0.0	Yes	Yes	Yes	No
EPHA4	sig-DMD_2807	-0.2456375102446405	0.0	0.2456375102446405	True	0.0	True	0.0	Yes	No	Yes	Yes
EPHA4	sig-DMD_2808	-0.31945068545316435	0.0	0.31945068545316435	True	0.0	True	0.0	Yes	No	Yes	Yes
EPHB1	sig-DMD_3319	-0.2230460371419739	0.0	0.2230460371419739	True	0.0	True	0.0	Yes	Yes	Yes	No
EPHB3	sig-DMD_3359	-0.6649377349183078	0.0	0.6649377349183078	True	0.0	True	0.0	Yes	Yes	Yes	No
EPHB4	sig-DMD_3898	-0.31165115167617985	0.0	0.31165115167617985	True	0.0	True	0.0	Yes	No	No	No
EPS8L2	sig-DMD_736	-0.3349623953554217	0.0	0.3349623953554217	True	0.0	True	0.0	Yes	Yes	Yes	No
ERAL1	sig-DMD_2176	-0.3161344464634662	0.0	0.3161344464634662	True	0.0	True	0.0	Yes	No	No	No
ERBB2	sig-DMD_2200	-0.5557158293452313	0.0	0.5557158293452313	True	0.0	True	0.0	Yes	No	No	No
ERC1	sig-DMD_889	-0.22821410124735195	0.0	0.22821410124735195	True	0.0	True	0.0	No	No	Yes	Yes
ERG	sig-DMD_3582	-0.29584213672777593	0.0	0.29584213672777593	True	0.0	True	0.0	Yes	No	No	No
ERG	sig-DMD_756	-0.24428057995207395	0.0	0.24428057995207395	True	0.0	True	0.0	Yes	No	No	No
ERG	sig-DMD_757	-0.3652299922084477	0.0	0.3652299922084477	True	0.0	True	0.0	Yes	No	No	No
ERRFI1	sig-DMD_55	-0.2259168973342095	0.0	0.2259168973342095	True	0.0	True	0.0	Yes	Yes	Yes	No
ERRFI1	sig-DMD_56	-0.39409348608879663	0.0	0.39409348608879663	True	0.0	True	0.0	Yes	Yes	Yes	No
ESAM	sig-DMD_866	-0.2306062571829705	0.0	0.2306062571829705	True	0.0	True	0.0	Yes	No	No	No
ESPN	sig-DMD_49	-0.3596388036452209	0.0	0.3596388036452209	True	0.0	True	0.0	Yes	No	No	No
ESYT3	sig-DMD_3324	-0.4250081378851067	0.0	0.4250081378851067	True	0.0	True	0.0	No	No	Yes	No
EVC	sig-DMD_3397	-0.38313728674370096	0.0	0.38313728674370096	True	0.0	True	0.0	Yes	No	No	No
EVC	sig-DMD_3398	-0.2815636943149374	0.0	0.2815636943149374	True	0.0	True	0.0	Yes	No	No	No
EVC2	sig-DMD_3397	-0.32226439325872785	0.0	0.32226439325872785	True	0.0	True	0.0	Yes	No	No	No
EVL	sig-DMD_1470	0.35517185620806424	0.0	0.35517185620806424	True	0.0	True	0.0	Yes	No	Yes	No
EVL	sig-DMD_1471	-0.3974800161775327	0.0	0.3974800161775327	True	0.0	True	0.0	Yes	No	Yes	No
EXOSC2	sig-DMD_4317	0.2567856865527696	0.0	0.2567856865527696	True	0.0	True	0.0	Yes	No	No	No
EXT1	sig-DMD_4147	-0.4423333068071035	0.0	0.4423333068071035	True	0.0	True	0.0	No	No	Yes	No
EZR	sig-DMD_3777	-0.3570253962937605	0.0	0.3570253962937605	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_1069	-0.2472900843021697	0.0	0.2472900843021697	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_123	-0.20410533394671834	0.0	0.20410533394671834	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_175	-0.254977987794686	0.0	0.254977987794686	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_182	-0.3623668486201081	0.0	0.3623668486201081	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_254	-0.286526837067017	0.0	0.286526837067017	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_2725	-0.3218559187341992	0.0	0.3218559187341992	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_2726	-0.25836874446532715	0.0	0.25836874446532715	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_2729	-0.2023695899099646	0.0	0.2023695899099646	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_3149	-0.3740868517833122	0.0	0.3740868517833122	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_3581	-0.37278185346880216	0.0	0.37278185346880216	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_3582	-0.2908311317022881	0.0	0.2908311317022881	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_3658	-0.4430497730140987	0.0	0.4430497730140987	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_373	0.2703675206575058	0.0	0.2703675206575058	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_4323	-0.2560714059978884	0.0	0.2560714059978884	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_523	-0.3678527954589154	0.0	0.3678527954589154	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_828	-0.22224022127264287	0.0	0.22224022127264287	True	0.0	True	0.0	Yes	No	No	No
F3	sig-DMD_944	0.2462409657551617	0.0	0.2462409657551617	True	0.0	True	0.0	Yes	No	No	No
FAAH	sig-DMD_146	0.2989320714809021	0.0	0.2989320714809021	True	0.0	True	0.0	Yes	No	No	No
FADS1	sig-DMD_790	-0.2480599373086633	0.0	0.2480599373086633	True	0.0	True	0.0	No	Yes	No	No
FADS2	sig-DMD_791	-0.5358060873445949	0.0	0.5358060873445949	True	0.0	True	0.0	Yes	Yes	Yes	No
FAH	sig-DMD_2714	0.2338188580725094	0.0	0.2338188580725094	True	0.0	True	0.0	Yes	No	No	No
FAHD2A	sig-DMD_2714	-0.2216201715457414	0.0	0.2216201715457414	True	0.0	True	0.0	No	No	Yes	Yes
FAM110A	sig-DMD_2838	-0.34158015305244205	0.0	0.34158015305244205	True	0.0	True	0.0	Yes	No	No	No
FAM150A	sig-DMD_4101	-0.22668572620083635	0.0	0.22668572620083635	True	0.0	True	0.0	Yes	No	Yes	No
FAM150B	sig-DMD_2628	-0.458710413152766	0.0	0.458710413152766	True	0.0	True	0.0	No	Yes	No	No
FAM171A1	sig-DMD_531	-0.6212432639837939	0.0	0.6212432639837939	True	0.0	True	0.0	No	No	Yes	No
