gene_symbol	BRCA	TN-BRCA	nonTN-BRCA	EndoR-BRCA
PTPN14	Yes	Yes	Yes	No
PTPN21	Yes	No	No	No
PTPN3	Yes	No	No	No
PTPN6	Yes	No	No	No
PTPRF	Yes	No	No	No
PTPRG	Yes	Yes	No	No
PTPRM	Yes	No	No	No
PTPRN2	Yes	Yes	Yes	No
PTPRO	No	No	Yes	No
PTPRT	Yes	No	No	No
PTPRU	Yes	No	No	No
PTTG1	No	Yes	No	No
PTX3	No	Yes	No	No
PVRL3	No	No	Yes	No
PXDC1	Yes	No	No	No
PYGL	No	No	Yes	Yes
PYY	No	Yes	No	No
RAB11FIP3	Yes	Yes	Yes	No
RAB18	Yes	No	No	No
RAB20	Yes	No	No	No
RAB24	No	No	Yes	No
RAB25	Yes	Yes	Yes	No
RAB28	Yes	No	No	No
RAB34	No	No	Yes	No
RAB37	No	Yes	No	No
RAB38	Yes	No	No	No
RAB3C	Yes	No	No	No
RAB40C	Yes	No	No	No
RAB8A	Yes	No	Yes	No
RAB9A	No	Yes	No	No
RABAC1	No	Yes	Yes	No
RABEP1	No	Yes	No	No
RABL2A	No	No	Yes	No
RABL6	Yes	No	No	No
RAC1	Yes	No	No	No
RAD18	Yes	No	No	No
RAD21L1	No	Yes	No	No
RAD23A	Yes	Yes	Yes	No
RAET1L	Yes	No	No	No
RAI1	Yes	No	Yes	Yes
RALB	Yes	No	No	No
RALBP1	No	No	Yes	No
RALGDS	Yes	Yes	Yes	No
RAP1A	No	No	Yes	No
RAP1GAP	Yes	Yes	Yes	No
RAP2A	Yes	No	No	No
RARA	Yes	No	No	No
RARB	Yes	Yes	No	No
RARG	Yes	Yes	Yes	No
RARS	Yes	No	No	No
RASA3	Yes	No	No	No
RASD1	No	Yes	No	Yes
RASD2	Yes	Yes	Yes	No
RASEF	Yes	Yes	Yes	No
RASGEF1A	Yes	No	No	No
RASGEF1B	No	Yes	No	No
RASGEF1C	Yes	No	No	No
RASGRF1	No	No	Yes	No
RASGRP2	Yes	No	No	No
RASSF1	Yes	No	No	No
RASSF5	Yes	No	Yes	No
RAX	Yes	No	No	Yes
RBBP6	Yes	No	No	No
RBBP8	No	Yes	No	No
RBFOX1	Yes	No	No	No
RBFOX3	Yes	No	No	Yes
RBL2	Yes	No	No	No
RBM15	Yes	No	No	No
RBM15B	No	No	Yes	No
RBM19	Yes	No	No	No
RBM24	Yes	Yes	Yes	No
RBM33	Yes	No	No	No
RBM38	Yes	Yes	Yes	Yes
RBM44	Yes	No	No	No
RCC1	No	Yes	No	No
RCC2	Yes	Yes	No	No
RCN1	Yes	No	No	No
RCOR2	Yes	No	No	No
RDH5	Yes	No	No	No
RDH8	Yes	No	No	No
RECQL4	No	Yes	Yes	No
REEP1	No	Yes	No	No
RELT	Yes	No	No	No
REPIN1	Yes	Yes	Yes	No
RER1	No	No	Yes	Yes
RERE	Yes	No	No	No
REXO1	Yes	No	No	Yes
RFTN1	Yes	No	No	No
RFWD2	No	Yes	No	No
RFX2	No	Yes	No	No
RFX3	Yes	No	No	No
RFX4	No	No	Yes	No
RFX7	No	Yes	No	No
RGCC	Yes	No	No	No
RGL3	Yes	Yes	Yes	No
RGMA	Yes	Yes	Yes	No
RGMB	Yes	No	No	No
RGS10	Yes	Yes	Yes	No
RGS12	Yes	No	No	No
RGS19	No	Yes	No	No
RGS2	No	No	Yes	No
RGS20	Yes	Yes	Yes	No
RGS7	Yes	No	Yes	No
RGS9	No	No	No	Yes
RHBDL3	Yes	Yes	Yes	No
RHBG	No	No	Yes	No
RHCG	Yes	No	No	No
RHEB	Yes	Yes	Yes	No
RHOB	Yes	No	No	No
RHOC	Yes	No	No	No
RHOF	Yes	No	No	No
RHOG	Yes	No	No	No
RHOV	Yes	No	No	No
RHPN1	Yes	No	No	No
RILPL1	Yes	Yes	Yes	No
RIMBP2	Yes	No	No	No
RIMS1	Yes	No	Yes	No
RIN2	No	Yes	No	No
RIPK2	No	Yes	No	No
RIPK4	Yes	No	No	No
RIPPLY2	No	No	Yes	No
RLF	No	Yes	No	No
RMDN2	Yes	Yes	Yes	No
RMI1	No	No	Yes	No
RNASEH2A	No	Yes	No	No
RNASEH2B	Yes	Yes	Yes	No
RNASET2	Yes	Yes	Yes	No
RND3	Yes	No	No	No
RNF10	No	Yes	No	No
RNF11	Yes	No	No	No
RNF115	No	Yes	No	No
RNF126	Yes	Yes	No	No
RNF13	Yes	No	No	No
RNF133	Yes	No	No	No
RNF145	Yes	Yes	No	No
RNF149	Yes	No	No	No
RNF150	No	No	Yes	No
RNF157	No	Yes	No	No
RNF17	Yes	No	No	No
RNF187	Yes	Yes	No	No
RNF213	Yes	Yes	Yes	No
RNF220	Yes	No	No	No
RNF34	Yes	Yes	Yes	No
RNF38	Yes	No	No	No
RNF39	Yes	No	No	No
RNF8	No	No	Yes	No
RNFT1	Yes	Yes	Yes	No
RNFT2	No	Yes	No	No
RNGTT	Yes	No	No	No
ROBO3	Yes	No	No	No
ROBO4	Yes	No	No	No
ROM1	Yes	No	No	No
RORA	No	No	Yes	No
RORB	Yes	No	No	No
ROS1	Yes	No	No	No
RP1	Yes	No	No	No
RPAIN	No	Yes	No	No
RPIA	Yes	No	No	No
RPL10A	No	No	Yes	No
RPL19	Yes	Yes	No	No
RPL23A	No	No	Yes	No
RPL29	No	No	Yes	No
RPL37	No	No	Yes	No
RPL39L	No	No	Yes	No
RPL5	Yes	No	No	No
RPP21	Yes	No	No	No
RPP25	No	Yes	No	Yes
RPS14	Yes	No	No	No
RPS15	Yes	No	No	No
RPS16	Yes	No	No	No
RPS19BP1	No	Yes	Yes	No
RPS28	Yes	Yes	Yes	No
RPS3	No	Yes	No	No
RPS3A	No	Yes	No	No
RPS6KA1	Yes	No	No	No
RPS6KA2	Yes	Yes	Yes	No
RRAS2	Yes	No	No	Yes
RRM2B	No	No	Yes	No
RRN3	Yes	Yes	Yes	No
RRP1	Yes	No	No	No
RSBN1L	No	Yes	No	No
RSPO2	Yes	Yes	Yes	No
RTBDN	No	Yes	No	No
RTEL1	Yes	No	No	No
RTEL1-TNFRSF6B	Yes	No	No	No
RTN3	No	No	Yes	No
RTN4RL2	No	No	Yes	No
RTP2	Yes	No	No	No
RUFY1	Yes	No	No	No
RUNX1	Yes	No	No	No
RUNX1T1	No	No	Yes	No
RUNX3	Yes	Yes	No	No
RUSC2	Yes	Yes	Yes	Yes
RXFP4	No	No	Yes	No
RYR2	Yes	No	No	No
RYR3	Yes	No	Yes	No
S100A16	Yes	No	No	No
S100PBP	Yes	No	No	No
S1PR3	Yes	Yes	Yes	No
SALL1	Yes	No	No	No
SALL3	Yes	No	No	No
SAMD1	No	Yes	Yes	No
SAMD11	No	Yes	No	No
SAMD3	No	No	Yes	No
SAP30L	No	No	Yes	No
SART1	Yes	No	No	No
SATB1	No	Yes	No	No
SAV1	No	No	Yes	Yes
SAYSD1	Yes	Yes	Yes	No
SBNO2	Yes	No	No	No
SBSPON	Yes	No	No	No
SCAF4	No	No	Yes	No
SCAND3	Yes	No	No	Yes
SCAPER	Yes	No	No	No
SCARB1	Yes	Yes	Yes	No
SCD5	Yes	No	No	No
SCEL	No	No	Yes	No
SCGB1A1	Yes	No	No	No
SCML4	No	No	Yes	No
SCN3B	Yes	No	No	No
SCN4B	Yes	No	No	No
SCO2	Yes	No	No	No
SCRT1	No	Yes	No	No
SCRT2	Yes	No	No	No
SCUBE1	No	Yes	Yes	No
SDC3	Yes	Yes	Yes	No
SDC4	Yes	No	No	No
SDCBP	No	Yes	No	No
SDCBP2	No	No	Yes	No
SDHA	No	Yes	No	No
SDIM1	Yes	No	No	No
SDK2	Yes	No	No	No
SDR42E2	No	No	Yes	No
SDSL	Yes	No	No	No
SEC14L1	No	Yes	Yes	No
SEC16A	Yes	Yes	Yes	No
SEC22A	Yes	No	No	No
SEC23IP	No	Yes	No	No
SEC61B	No	Yes	No	No
SEC61G	Yes	No	No	No
SEC62	No	Yes	No	No
SEMA3F	Yes	No	No	No
SEMA4A	No	No	Yes	Yes
SEMA4C	Yes	No	No	No
SEMA4G	No	No	No	Yes
SEMA5A	No	No	Yes	No
SEMA6A	Yes	No	No	No
SEMA6B	No	Yes	No	No
SENP8	Yes	No	No	No
SEPN1	No	Yes	No	No
SEPP1	Yes	Yes	Yes	No
SEPSECS	No	Yes	No	No
SEPT10	Yes	No	No	No
SEPT11	No	Yes	No	No
SEPT3	No	Yes	No	No
SEPT8	Yes	No	No	No
SEPT9	Yes	Yes	Yes	Yes
SERGEF	Yes	No	Yes	No
SERHL2	No	No	Yes	No
SERINC2	Yes	No	No	No
SERINC5	No	No	Yes	No
SERP2	Yes	No	No	No
SERPINA3	Yes	No	No	No
SERPINE3	Yes	No	Yes	No
SERPING1	No	No	No	Yes
SERTAD2	No	No	Yes	No
SESN2	Yes	Yes	No	No
SESN3	Yes	No	No	No
SETMAR	No	No	Yes	No
SETX	Yes	Yes	Yes	No
SEZ6	Yes	No	No	No
SF3B5	No	Yes	No	No
SFN	Yes	No	No	No
SFPQ	No	No	Yes	No
SFRP1	Yes	Yes	Yes	Yes
SFRP2	Yes	No	No	No
SFT2D2	Yes	Yes	Yes	No
SFT2D3	No	Yes	No	No
SFTPA1	No	Yes	No	No
SFTPD	No	Yes	No	No
SFXN2	No	Yes	No	No
SFXN5	Yes	No	Yes	No
SGCD	Yes	No	No	Yes
SGCZ	Yes	No	No	No
SGPP2	Yes	Yes	Yes	No
SGSM3	No	No	Yes	No
SH2B2	Yes	Yes	Yes	No
SH2B3	Yes	Yes	Yes	No
SH2D1B	Yes	No	No	No
SH2D3C	Yes	No	No	No
SH3BP4	No	No	No	Yes
SH3PXD2A	No	No	No	Yes
SH3RF3	Yes	No	No	No
SHANK1	Yes	Yes	No	No
SHANK2	No	Yes	No	No
SHANK3	Yes	Yes	Yes	No
SHC3	Yes	Yes	Yes	No
SHC4	No	No	Yes	No
SHFM1	Yes	No	No	No
SHH	Yes	Yes	Yes	No
SHISA3	Yes	Yes	Yes	No
SHISA6	No	Yes	No	No
SHISA7	Yes	No	No	No
SHISA8	No	Yes	No	No
SHISA9	Yes	No	No	No
SHMT2	Yes	Yes	Yes	No
SHOX	Yes	No	No	No
SHOX2	Yes	Yes	Yes	No
SIDT1	No	No	Yes	No
SIGIRR	Yes	No	No	No
SIGLEC12	Yes	No	No	No
SIGLEC6	Yes	No	No	No
SIGLEC8	Yes	No	No	No
SIGLECL1	Yes	No	No	No
SIK1	Yes	Yes	Yes	No
SIL1	No	Yes	No	No
SIM2	Yes	No	No	No
SIPA1L1	No	No	Yes	No
SIRPA	Yes	Yes	Yes	No
SIRPG	Yes	Yes	Yes	No
SIVA1	Yes	No	No	No
SIX1	Yes	No	Yes	No
SIX2	Yes	Yes	Yes	No
SIX3	Yes	Yes	Yes	No
SIX5	Yes	No	No	No
SIX6	Yes	Yes	Yes	No
SKA2	No	Yes	No	No
SKAP2	Yes	No	No	No
SKI	No	No	Yes	Yes
SKOR1	Yes	No	No	No
SKOR2	Yes	No	No	No
SLAMF1	Yes	No	No	No
SLC10A6	Yes	No	No	No
SLC10A7	Yes	No	No	No
SLC13A5	Yes	No	No	No
SLC15A3	Yes	Yes	Yes	No
SLC15A4	Yes	No	No	Yes
SLC16A1	Yes	Yes	Yes	No
SLC16A7	No	No	Yes	No
SLC17A6	Yes	No	No	No
SLC17A7	Yes	No	No	No
SLC17A9	Yes	No	No	No
SLC18A2	No	Yes	No	No
SLC18A3	Yes	No	No	No
SLC1A4	No	No	Yes	No
SLC1A5	No	Yes	No	No
SLC1A6	Yes	No	No	No
SLC22A12	Yes	No	No	No
SLC22A23	Yes	No	No	No
SLC24A3	No	Yes	No	No
SLC25A1	Yes	No	No	No
SLC25A21	Yes	No	No	No
SLC25A25	Yes	No	No	No
SLC25A26	Yes	No	No	No
SLC25A33	No	Yes	No	No
SLC25A4	Yes	No	No	No
SLC27A1	Yes	No	No	No
SLC29A1	Yes	No	Yes	No
SLC29A3	Yes	Yes	Yes	No
SLC2A5	Yes	No	No	No
SLC30A5	Yes	No	No	No
SLC30A9	Yes	Yes	Yes	No
SLC31A2	Yes	No	No	No
SLC32A1	Yes	Yes	Yes	No
SLC35C2	Yes	No	No	No
SLC35E1	No	No	Yes	No
SLC35F1	Yes	No	Yes	No
SLC35F2	Yes	No	No	No
SLC35F4	No	No	Yes	No
SLC35F5	No	Yes	No	No
SLC35G2	No	No	Yes	Yes
SLC35G5	Yes	No	No	No
SLC35G6	Yes	No	No	No
SLC38A1	Yes	No	No	No
SLC38A2	Yes	No	No	No
SLC38A4	Yes	No	No	No
SLC39A11	No	No	No	Yes
SLC39A2	No	Yes	No	No
SLC3A2	No	No	Yes	No
SLC41A2	Yes	Yes	Yes	No
SLC43A1	No	No	Yes	No
SLC44A3	Yes	No	No	No
SLC45A1	Yes	No	No	No
SLC45A4	Yes	Yes	Yes	No
SLC46A3	No	Yes	No	No
SLC4A11	Yes	Yes	Yes	No
SLC4A2	Yes	No	No	No
SLC5A3	Yes	Yes	Yes	No
SLC6A1	Yes	No	No	No
SLC6A15	No	No	No	Yes
SLC6A17	Yes	No	No	No
SLC6A5	No	No	Yes	No
SLC7A10	Yes	Yes	Yes	No
SLC8A2	No	Yes	No	No
SLC9A1	Yes	No	No	No
SLC9A3	Yes	No	No	No
SLC9B1P1	Yes	No	No	No
SLCO3A1	No	No	Yes	No
SLIT2	No	No	Yes	No
SLIT3	Yes	No	No	No
SLITRK3	No	No	Yes	No
SLMAP	Yes	Yes	Yes	No
SLMO2	No	Yes	No	No
SLN	Yes	No	No	No
SLU7	No	Yes	No	No
SLX4IP	Yes	Yes	Yes	No
SMAD2	Yes	No	No	No
SMAP1	Yes	No	No	No
SMARCD2	Yes	Yes	Yes	No
SMC5	Yes	Yes	Yes	No
SMCR7	Yes	Yes	Yes	No
SMIM19	No	Yes	No	No
SMIM4	No	No	Yes	No
SMO	No	No	Yes	No
SMOC2	Yes	Yes	No	No
SMUG1	Yes	No	No	No
SMYD2	Yes	Yes	Yes	No
SNAP25	No	No	Yes	No
SNAP91	Yes	Yes	Yes	No
SNAPIN	No	Yes	No	No
SNCA	Yes	No	Yes	No
SNCB	Yes	No	No	No
SNPH	No	Yes	No	No
SNRPA	Yes	No	No	No
SNTB1	No	No	Yes	No
SNTG1	Yes	No	No	No
SNX10	Yes	No	No	No
SNX18	Yes	No	Yes	No
SNX20	Yes	No	No	No
SNX22	No	No	Yes	No
SNX24	Yes	No	No	No
SNX27	Yes	No	No	No
SNX3	Yes	Yes	Yes	No
SNX32	Yes	No	No	No
SOBP	No	No	Yes	No
SOCS1	Yes	No	No	Yes
SOCS2	Yes	No	No	No
SOCS7	No	No	Yes	No
SORBS3	Yes	No	No	No
SORCS2	Yes	No	No	No
SORT1	Yes	No	No	No
SOX1	Yes	No	No	Yes
SOX11	Yes	Yes	Yes	Yes
SOX13	Yes	No	No	No
SOX14	Yes	Yes	Yes	No
SOX17	Yes	No	No	No
SOX2	Yes	Yes	Yes	No
SOX21	Yes	Yes	Yes	No
SOX6	Yes	Yes	Yes	Yes
SOX7	No	No	No	Yes
SOX9	No	No	Yes	Yes
SP2	No	No	Yes	No
SP5	Yes	No	No	No
SP8	Yes	No	No	No
SPACA7	Yes	No	No	Yes
SPAG6	Yes	No	Yes	No
SPAG8	Yes	No	No	No
SPATA19	Yes	Yes	Yes	No
SPATA2	Yes	No	No	No
SPATA25	No	No	Yes	No
SPATA32	Yes	No	No	No
SPDYA	No	No	Yes	No
SPEF1	Yes	No	No	No
SPEN	Yes	Yes	Yes	No
SPG7	No	Yes	Yes	No
SPHAR	No	Yes	No	No
SPHK1	Yes	Yes	Yes	No
SPICE1	No	No	Yes	No
SPIDR	Yes	Yes	Yes	No
SPINK8	Yes	No	No	No
SPINT1	Yes	No	No	No
SPN	Yes	Yes	Yes	No
SPOCD1	No	Yes	No	No
SPOCK3	No	No	Yes	Yes
SPON2	Yes	No	No	No
SPRN	Yes	No	No	No
SPRR1B	Yes	No	No	No
SPRR2B	Yes	No	No	No
SPRR2E	Yes	No	No	No
SPRR2G	Yes	No	No	No
SPRR3	Yes	No	No	No
SPRTN	No	No	Yes	No
SPSB1	Yes	Yes	No	No
SQSTM1	No	Yes	No	No
SRC	Yes	Yes	Yes	No
SRCIN1	Yes	Yes	Yes	No
SREBF1	Yes	No	Yes	Yes
SREBF2	No	Yes	No	No
SRI	No	Yes	No	No
SRM	Yes	No	No	No
SRP14	Yes	No	No	No
SRRM2	No	Yes	Yes	No
SRRM4	Yes	No	No	Yes
SRSF12	Yes	No	No	No
SRSF7	No	Yes	No	No
SRXN1	Yes	No	No	No
SSBP3	No	No	Yes	No
SSBP4	Yes	Yes	Yes	No
SSNA1	No	Yes	No	No
SSTR1	Yes	No	No	No
SSTR2	Yes	No	No	No
SSTR4	Yes	Yes	No	No
ST18	Yes	No	No	No
ST3GAL4	Yes	No	No	No
ST3GAL5	Yes	Yes	Yes	No
ST6GAL1	No	No	Yes	No
ST8SIA1	No	Yes	No	No
ST8SIA2	No	No	Yes	No
ST8SIA3	Yes	No	No	No
ST8SIA5	Yes	Yes	Yes	No
STAB2	No	No	Yes	No
STAC2	Yes	No	No	No
STAT1	No	Yes	No	No
STH	Yes	No	No	No
STK10	Yes	No	No	No
STK17A	Yes	No	Yes	No
STK17B	No	Yes	No	No
STK32B	No	Yes	No	No
STMN2	No	No	Yes	No
STMN3	Yes	No	No	No
STPG1	No	No	Yes	No
STRN	No	Yes	No	No
STUB1	Yes	Yes	Yes	No
STX16	No	No	Yes	No
STX16-NPEPL1	No	No	Yes	No
STX18	No	No	Yes	No
STX2	Yes	No	No	No
STX6	No	Yes	No	No
STX8	Yes	No	No	No
STXBP5L	Yes	No	No	No
SUDS3	Yes	No	No	Yes
SULT1A4	Yes	Yes	Yes	No
SUMO1	No	No	Yes	Yes
SUN2	Yes	No	No	No
SURF1	No	Yes	No	No
SURF2	No	Yes	No	No
SURF4	No	Yes	No	No
SUV420H1	No	No	Yes	No
SUV420H2	Yes	Yes	Yes	No
SV2C	No	No	Yes	No
SVIL	No	Yes	No	No
SYCE1	Yes	Yes	Yes	No
SYCE1L	Yes	No	No	No
SYCP2	Yes	No	No	No
SYNC	Yes	No	No	No
SYNDIG1	Yes	No	No	Yes
SYNE1	Yes	No	No	No
SYPL1	No	Yes	No	No
SYPL2	Yes	No	No	No
SYT14	No	Yes	No	No
SYT17	Yes	Yes	No	No
SYT2	Yes	No	No	No
SYT3	Yes	No	No	No
SYT7	Yes	Yes	Yes	No
SYTL3	Yes	No	No	No
T	Yes	No	No	No
TAC1	Yes	No	No	No
TACC1	No	No	No	Yes
TACSTD2	Yes	No	No	No
TADA2B	Yes	Yes	Yes	No
TAF3	Yes	Yes	Yes	No
TAF4	Yes	No	Yes	No
TAF4B	Yes	Yes	No	No
TAF8	Yes	Yes	No	No
TALDO1	Yes	Yes	Yes	No
TAMM41	No	No	Yes	No
TANGO6	Yes	No	No	No
TARBP1	No	Yes	No	No
TARBP2	Yes	No	No	No
TARS	No	No	No	Yes
TBC1D1	Yes	No	No	No
TBC1D14	Yes	Yes	Yes	No
TBC1D16	No	Yes	No	No
TBC1D2B	No	No	No	Yes
TBC1D30	No	No	Yes	No
TBC1D31	Yes	No	No	No
TBC1D4	Yes	No	No	No
TBC1D5	No	Yes	No	No
TBC1D7	Yes	Yes	Yes	No
TBCC	No	Yes	No	No
TBCK	No	No	Yes	No
TBL1X	Yes	No	No	No
TBX15	No	No	Yes	No
TBX18	Yes	Yes	Yes	No
TBX19	Yes	Yes	Yes	No
TBX2	Yes	Yes	Yes	No
TBX20	Yes	No	No	No
TBX21	Yes	No	No	No
TBX3	Yes	No	No	No
TBX4	Yes	Yes	Yes	No
TBX5	Yes	No	No	No
TC2N	Yes	No	No	No
TCAIM	No	No	Yes	No
TCEA1	Yes	Yes	Yes	No
TCEB2	No	No	Yes	No
TCERG1	Yes	No	No	No
TCF12	No	No	Yes	No
TCF20	Yes	Yes	Yes	No
TCF21	Yes	No	No	No
TCF24	No	Yes	Yes	No
TCF7	Yes	Yes	Yes	No
TCF7L1	No	No	Yes	No
TCF7L2	Yes	No	No	No
TCHH	No	Yes	No	No
TCHHL1	Yes	Yes	No	No
TCIRG1	No	Yes	No	No
TCL1A	Yes	No	No	No
TDRD10	No	Yes	No	No
TDRD6	No	No	Yes	No
TEAD1	No	No	Yes	No
TEF	No	Yes	No	No
TENC1	Yes	No	No	No
TENM2	No	No	Yes	No
TENM3	Yes	No	No	No
TERF1	Yes	No	No	No
TESC	Yes	Yes	No	No
TESK1	No	Yes	No	No
TET3	Yes	Yes	Yes	No
TEX2	Yes	Yes	Yes	No
TEX29	Yes	No	No	No
TEX37	Yes	No	No	No
TEX40	Yes	No	No	No
TFAP2A	Yes	Yes	Yes	No
TFAP2B	Yes	Yes	No	No
TFAP2C	Yes	Yes	Yes	No
TFAP2D	Yes	No	No	No
TFAP2E	No	Yes	No	No
TFEB	No	No	Yes	No
TFF3	No	No	Yes	No
TFRC	Yes	Yes	Yes	No
TGFB1	No	Yes	No	No
TGFBR1	No	No	Yes	No
TGFBR2	Yes	No	No	No
TGFBR3	Yes	No	No	No
TGIF1	Yes	No	No	No
TGS1	Yes	No	No	No
TH	No	Yes	No	No
THAP4	Yes	No	No	No
THAP7	Yes	No	No	No
THBD	Yes	Yes	No	No
THBS2	Yes	No	No	No
THBS4	No	No	Yes	No
THNSL2	Yes	No	No	No
THPO	Yes	Yes	Yes	No
THRB	No	Yes	Yes	No
THSD4	Yes	No	No	No
THSD7A	No	No	Yes	No
THSD7B	Yes	No	No	Yes
TIAF1	Yes	No	No	Yes
TIGD2	Yes	No	No	No
TIGD5	Yes	Yes	Yes	No
TIMMDC1	No	Yes	No	No
TIMP4	No	No	Yes	No
TINAGL1	Yes	No	No	No
TLDC1	Yes	No	No	No
TLE1	No	Yes	No	No
TLE4	No	No	Yes	No
TLX1	Yes	No	Yes	Yes
TLX2	Yes	No	No	No
TLX3	Yes	Yes	Yes	No
TMC6	Yes	No	No	No
TMC8	Yes	No	No	No
TMCC2	Yes	No	No	No
TMCO5A	Yes	Yes	Yes	Yes
TMEFF2	No	No	No	Yes
TMEM104	No	Yes	No	No
TMEM105	Yes	Yes	Yes	No
TMEM109	Yes	No	No	No
TMEM114	Yes	No	No	No
TMEM115	Yes	No	No	No
TMEM120B	Yes	No	No	No
TMEM121	Yes	No	No	No
TMEM130	Yes	No	No	No
TMEM132A	Yes	Yes	Yes	No
TMEM132B	Yes	No	No	No
TMEM132C	Yes	No	No	Yes
TMEM132D	Yes	Yes	Yes	No
TMEM158	Yes	Yes	Yes	No
TMEM160	No	Yes	No	No
TMEM161B	Yes	No	Yes	No
TMEM174	Yes	No	No	No
TMEM178B	Yes	No	No	No
TMEM179	Yes	No	No	No
TMEM181	Yes	No	No	No
TMEM184A	Yes	Yes	Yes	No
TMEM200B	Yes	No	No	No
TMEM200C	Yes	Yes	Yes	No
TMEM211	No	No	Yes	No
TMEM229A	Yes	Yes	Yes	No
TMEM229B	Yes	No	Yes	No
TMEM231	No	Yes	No	No
TMEM249	No	Yes	No	No
TMEM253	Yes	No	No	No
TMEM259	No	Yes	Yes	No
TMEM260	Yes	Yes	Yes	No
TMEM30B	Yes	No	No	No
TMEM33	Yes	No	No	No
TMEM37	No	No	Yes	No
TMEM45B	Yes	No	No	No
TMEM53	Yes	No	No	No
TMEM59L	Yes	Yes	Yes	No
TMEM75	No	No	Yes	No
TMEM80	No	No	Yes	Yes
TMEM87A	Yes	No	No	No
TMEM8A	No	Yes	No	No
TMOD1	Yes	No	No	No
TMPRSS2	Yes	No	No	No
TMPRSS4	Yes	No	No	No
TNC	Yes	No	No	No
TNFAIP2	Yes	No	No	No
TNFRSF11A	Yes	Yes	Yes	No
TNFRSF12A	No	Yes	No	No
TNFRSF25	Yes	No	No	No
TNFSF10	Yes	Yes	Yes	No
TNFSF8	Yes	No	No	No
TNK2	Yes	Yes	Yes	Yes
TNKS	Yes	Yes	Yes	No
TNKS1BP1	Yes	No	No	No
TNRC6B	Yes	No	No	No
TNRC6C	Yes	No	Yes	Yes
TOB2	No	Yes	No	No
TOLLIP	Yes	No	No	No
TOMM6	Yes	No	No	No
TOP2B	Yes	No	No	No
TOPAZ1	No	No	Yes	No
TOR4A	Yes	No	No	No
TOX2	Yes	Yes	Yes	No
TP53I13	No	No	Yes	No
TP53TG3	Yes	No	No	No
TP53TG3B	Yes	No	No	No
TP73	Yes	Yes	Yes	No
TPBGL	Yes	No	No	No
TPGS1	Yes	No	No	No
TPGS2	Yes	No	No	No
TPM1	Yes	No	No	No
TPM4	Yes	No	Yes	No
TPPP2	No	No	Yes	No
TPRA1	Yes	No	No	No
TPRG1L	No	No	Yes	No
TPST1	No	Yes	No	No
TPTE	Yes	No	No	No
TRADD	No	No	Yes	No
TRAF3IP3	Yes	No	No	No
TRAF4	Yes	No	No	Yes
TRAF7	Yes	No	No	No
TRAK1	No	No	Yes	No
TRAPPC12	Yes	No	No	No
TRAPPC2	No	Yes	No	No
TRAPPC3	Yes	No	No	No
TREH	No	No	Yes	Yes
TRIB1	Yes	Yes	No	Yes
TRIM25	Yes	No	No	No
TRIM27	Yes	No	No	Yes
TRIM32	Yes	No	No	No
TRIM33	No	Yes	No	No
TRIM36	Yes	No	Yes	No
TRIM39	No	Yes	No	No
TRIM39-RPP21	No	Yes	No	No
TRIM47	No	Yes	No	No
TRIM67	Yes	Yes	Yes	Yes
TRIM69	Yes	No	No	No
TRIM7	Yes	Yes	Yes	Yes
TRIM71	Yes	No	No	No
TRIM9	No	No	Yes	Yes
TRIO	Yes	No	No	No
TRIOBP	Yes	Yes	Yes	No
TRIQK	No	No	Yes	No
TRMT1	No	No	Yes	No
TRMT44	Yes	No	No	No
TRMT5	Yes	No	No	No
TRMU	No	No	Yes	Yes
TRNP1	Yes	No	No	No
TROVE2	No	Yes	No	No
TRPC3	No	Yes	No	No
TRPC4	Yes	No	No	No
TRPM3	No	No	Yes	No
TRPM6	Yes	No	No	No
TRPV4	No	No	Yes	No
TRUB1	Yes	No	No	No
TSC22D1	Yes	No	No	No
TSGA10	Yes	Yes	Yes	No
TSHZ2	Yes	Yes	No	No
TSHZ3	Yes	No	No	No
TSKU	Yes	No	No	No
TSNARE1	Yes	Yes	Yes	No
TSPAN4	No	No	Yes	No
TSPEAR	Yes	No	No	No
TSPYL1	Yes	No	No	No
TSPYL4	Yes	No	No	No
TSR3	Yes	Yes	Yes	No
TSSK1B	Yes	No	No	No
TSTD2	Yes	Yes	No	No
TTC28	No	No	Yes	No
TTC39A	Yes	No	No	No
TTC9B	Yes	Yes	Yes	No
TTF1	Yes	No	No	No
TTLL11	Yes	No	No	Yes
TTLL12	No	Yes	No	No
TTLL6	No	No	Yes	No
TTLL8	Yes	No	No	No
TTPA	No	No	Yes	No
TTYH3	Yes	No	No	No
TUBA1C	Yes	No	No	No
TUBA3D	Yes	No	No	No
TUBB2B	Yes	No	No	No
TUBB4B	Yes	Yes	Yes	No
TUBB6	No	Yes	No	No
TUSC2	Yes	No	No	No
TWIST2	Yes	No	No	No
TXNDC5	No	Yes	No	No
TXNL1	Yes	No	No	No
TYMP	No	Yes	No	No
UBBP4	Yes	No	No	No
UBC	Yes	Yes	No	No
UBE2D2	No	No	No	Yes
UBE2F	No	Yes	No	No
UBE2F-SCLY	No	Yes	No	No
UBE2H	Yes	No	No	No
UBE2I	Yes	No	No	No
UBE2J1	No	Yes	No	No
UBE2J2	Yes	No	No	No
UBE2O	No	No	Yes	No
UBE2R2	No	Yes	No	No
UBE2V1	No	Yes	No	No
UBE3C	Yes	No	No	No
UBL3	No	No	Yes	No
UBR5	No	No	Yes	No
